name,address,city,state,country,postalCode,latitude,longitude,categories,keys,,
Avanti Winery,9046 W. Bowles Ave.,Littleton,CO,US,80123,39.6092,-105.0991,"Brewers,Wineries",us/co/littleton/9046wbowlesave/1719148519,,
Avenue Beverage,9115 Mentor Ave,Mentor,OH,US,44060,41.6778,-81.3133,"Beverage Manufacturers,Breweries",us/oh/mentor/9115mentorave/528673069,,
Avenue Pub,353 E Cuyahoga Falls Ave,Akron,OH,US,AkronOH,41.08,-81.52,breweries & brew pubs,us/oh/akron/353ecuyahogafallsave/-1327264369,,
Avery Brewing Co,5763 Arapahoe Ave E,Boulder,CO,US,80303,40.0148,-105.219,Brewers,us/co/boulder/5763arapahoeavee/353201833,,
Aviator Brewing Company,209 Technology Park Ln,Fuquay Varina,NC,US,27526,35.61962831,-78.80797863,Brewery,us/nc/fuquayvarina/209technologyparkln/-1743747705,,
Avondale Brewing Company,201 41st St S,Birmingham,AL,US,35222,33.52,-86.79,Brewery,us/al/birmingham/20141ststs/1685035239,,
Axiom Brewing Co,6503 W Frye Rd,Chandler,AZ,US,85226,33.2984,-111.9535,Brewers,us/az/chandler/6503wfryerd/1956720944,,
Axle Brewing Co Livernois Tap,567 Livernois St,Ferndale,MI,US,48220,42.45,-83.13,"brewery,beer garden",us/mi/ferndale/567livernoisst/-636130558,,
Azienda Agricola Francesco De Tacchi,"Via Giuseppe Garibaldi, 54",Alexander City,AL,US,35010,32.92,-85.93,Brewery,us/al/alexandercity/viagiuseppegaribaldi54/-845007809,,
Aztec Brewing Co.,2330 La Mirada Dr Ste 300,Vista,CA,US,92081,33.18,-117.24,Brewery,us/ca/vista/2330lamiradadrste300/1142578247,,
B & A Variety Store,3211 Prospect Ave E,Cleveland,OH,US,44115,41.5018,-81.6649,"Beverage Manufacturers,Breweries",us/oh/cleveland/3211prospectavee/-1498987781,,
B & G Beverage,1370 Mentor Ave,Painesville,OH,US,44077,41.7038,-81.2739,"Beverage Manufacturers,Breweries",us/oh/painesville/1370mentorave/-1647382588,,
B & N Package Store,1308 E Main St,Waterbury,CT,US,6705,41.55,-73.03,"Beverage Manufacturers,Breweries",us/ct/waterbury/1308emainst/-2073199961,,
B B's Corner Pub,230 Cousin St,Slidell,LA,US,70458,30.2741,-89.7829,Brewers,us/la/slidell/230cousinst/1604661685,,
B C T Brewing Project,3585 Main Saint 208,Riverside,CA,US,92501,33.98414,-117.373126,Brewers,us/ca/riverside/3585mainsaint208/1630653068,,
B Chord Brewing Co,19481 Foggy Bottom Rd,Bluemont,VA,US,20135,39.075,-77.8323,Brewers,us/va/bluemont/19481foggybottomrd/1400712486,,
B J's Restaurant & Brewery,2917 E Eastland Ctr Dr,West Covina,CA,US,91791,34.07233,-117.88356,"Restaurant,American,Brewery",us/ca/westcovina/2917eeastlandctrdr/1403924866,,
B K S Bears Brew Llc,511 Hidden Pond Dr,Fordland,MO,US,65652,37.226814,-92.942252,Brewers,us/mo/fordland/511hiddenponddr/2095498935,,
B S Brewing,1408 Old Lehmann Rd,Seguin,TX,US,78155,29.6909,-97.9048,Brewers,us/tx/seguin/1408oldlehmannrd/1959510575,,
B&o Brewery,5230 N11th,Lincoln,NE,US,68521,40.81,-96.68,Brewery,us/ne/lincoln/5230n11th/-716767171,,
B3 Brewing Co LLC,105 S Howard St,York,PA,US,17401,39.96,-76.73,Brewers,us/pa/york/105showardst/2088798831,,
B-52 Brewing,12470 Milroy Ln,Montgomery,TX,US,77356,30.3394,-95.5513,Brewers,us/tx/montgomery/12470milroyln/-2001393599,,
B-52 Brewing Company,12470 Milroy Ln,Conroe,TX,US,77304,30.32,-95.47,Brewery,us/tx/conroe/12470milroyln/-108955364,,
Bacardi,12200 N Main St,Jacksonville,FL,US,32218,30.33,-81.65,Brewery,us/fl/jacksonville/12200nmainst/-347493766,,
Bacchus Brewing Company,15 Ellis Dr,Dryden,NY,US,13053,42.49972,-76.30041,Brewery,us/ny/dryden/15ellisdr/920163428,,
Bacchus Wine Storage,6620 Southwest Fwy Ste 236,Houston,TX,US,77074,29.76,-95.38,"Brewers,Wineries",us/tx/houston/6620southwestfwyste236/-1382095829,,
Back 2 Basics Homebrew Supplies,40 Unit 7/ Fourth Rd,Armadale,WA,US,,-32.1521033,116.0147678,Breweries,us/wa/armadale/40unit7fourthrd/-1948378850,,
Back Bay Brewing Co,630 N Witchduck Rd,Virginia Beach,VA,US,23462,36.8558,-76.1508,Brewers,us/va/virginiabeach/630nwitchduckrd/-540934547,,
Back Pew Brewing Co,26452 Sorters McClellan Rd,Porter,TX,US,77365,30.0644,-95.2626,Brewers,us/tx/porter/26452sortersmcclellanrd/-1122660251,,
Back Street Brewery,78722 Highway 111,La Quinta,CA,US,92253,33.65,-116.27,Brewers,us/ca/laquinta/78722highway111/1786752576,,
Backbay Trading Ltd,11800 Wills Rd 120,Alpharetta,GA,US,30009,34.0582,-84.3104,"Beverage Manufacturers,Breweries",us/ga/alpharetta/11800willsrd120/-1749997586,,
Backcountry Brewery,720 Main St,Frisco,CO,US,80443,39.57635,-106.092865,"Brewery,Restaurant",us/co/frisco/720mainst/-1241578117,,
Backcountry Brewery & Taproom,3313 Enterprise Dr,Rowlett,TX,US,75088,32.9,-96.55,Brewers,us/tx/rowlett/3313enterprisedr/1349165347,,
Backpocket Brew Pub,415 3rd St SE,Cedar Rapids,IA,US,52401,41.9767,-91.6649,Brewers,us/ia/cedarrapids/4153rdstse/2026944222,,
Backroad Brewery LLC,18149 Cleveland St,Carlisle,IA,US,50047,41.51,-93.48,Brewers,us/ia/carlisle/18149clevelandst/1928920771,,
Backshore Brewing Co,913 Atlantic Ave,Ocean City,MD,US,21842,38.3402,-75.0804,Brewers,us/md/oceancity/913atlanticave/1473451258,,
Backstreet Brewery,78722 Highway 111,La Quinta,CA,US,92253,33.65,-116.27,Brewers,us/ca/laquinta/78722highway111/1786752576,,
Backward Flag Brewing Co,699 Challenger Way D5,Forked River,NJ,US,8731,39.84,-74.19,Brewers,us/nj/forkedriver/699challengerwayd5/-1509809423,,
Backwoods Brewing,1111 Wind River Hwy,Carson,WA,US,98610,45.72899323,-121.8198519,Brewery,us/wa/carson/1111windriverhwy/460124129,,
Bad Beat Brewing,7380 Eastgate Rd Ste 110,Henderson,NV,US,89011,36,-114.96,Brewery,us/nv/henderson/7380eastgaterdste110/-2132816379,,
BAD Brewing Co.,440 S Jefferson St,Mason,MI,US,48854,42.5786,-84.4434,"Brewery,Brewers",us/mi/mason/440sjeffersonst/1316159483,,
Bad Frog Brewery Co,1093 A1a Beach Blvd 346,Saint Augustine,FL,US,32080,29.8277,-81.2713,Brewers,us/fl/saintaugustine/1093a1abeachblvd346/293344225,,
Bad Jimmys Brewing Company,4358 Leary Way N W,Seattle,WA,US,98107,47.660273,-122.365772,Breweries,us/wa/seattle/4358learywaynw/1840076571,,
Bad Lab Beer Co,460 High St 1,Somersworth,NH,US,3878,43.25,-70.88,Brewers,us/nh/somersworth/460highst1/1111165848,,
Bad Martha Farmer���s Brewery,Upper Main St,Edgartown,MA,US,2539,41.38,-70.53,Brewery,us/ma/edgartown/uppermainst/-390063794,,
Bad Seed Cidery,43 Baileys Gap Rd,Highland,NY,US,12528,41.71,-73.96,Brewery,us/ny/highland/43baileysgaprd/-227027100,,
Bad Tom Brewing,4720 Eastern Ave,Cincinnati,OH,US,45226,39.09,-84.51,Brewery,us/oh/cincinnati/4720easternave/-1609329709,,
Badass Backyard Brewing,1415 N Argonne Rd,Spokane,WA,US,99212,47.65,-117.31,Brewers,us/wa/spokane/1415nargonnerd/-78931965,,
Baderbrau Brewing Co,40 E Chicago Ave 373,Chicago,IL,US,60611,41.8969,-87.6266,Brewers,us/il/chicago/40echicagoave373/-1611357206,,
Badger Hill Brewing Company,4571 Vally Industrial Blvd S,Shakopee,MN,US,55379,44.79377,-93.46113,"Breweries,Food & Drink",us/mn/shakopee/4571vallyindustrialblvds/123449549,,
Badger State Brewing Company,990 Tony Canadeo Run,Green Bay,WI,US,54304,44.52,-87.98,Brewery,us/wi/greenbay/990tonycanadeorun/-658202081,,
Badisch Brauhaus,Stephanienstr. 38,Fort Worth,TX,US,76133,49.01205034,8.393708193,Brewery,us/tx/fortworth/stephanienstr38/-471549841,,
Badwolf Brewing Company,8420 Kao Cir,Manassas,VA,US,20110,38.74,-77.48,Brewery,us/va/manassas/8420kaocir/373850228,,
Baeltane Brewing,401 Bel Marin Keys Blvd Ste B,Novato,CA,US,94949,38.13,-122.56,Brewery,us/ca/novato/401belmarinkeysblvdsteb/349226326,,
Baere Brewing Co.,320 N Broadway,Denver,CO,US,80203,39.721387,-104.986952,Brewery,us/co/denver/320nbroadway/-932910905,,
Baerlic Brewing Company,2235 S E 11th Ave,Portland,OR,US,97214,45.50672,-122.65488,"Breweries,Food & Drink",us/or/portland/2235se11thave/1758725431,,
Baffin Brewing Co,25113 Jefferson Ave,Saint Clair Shores,MI,US,48081,42.4782,-82.8896,Brewers,us/mi/saintclairshores/25113jeffersonave/1545559164,,
Baileyana Winery,4915 Orcutt Rd,San Luis Obispo,CA,US,93401,35.25,-120.62,"Wineries,Brewers",us/ca/sanluisobispo/4915orcuttrd/-274716210,,
Bainbridge Island Brewing,9415 Coppertop Loop,Bainbridge Island,WA,US,98110,47.64824,-122.52514,"Breweries,Food & Drink",us/wa/bainbridgeisland/9415coppertoploop/-952638754,,
Bainbridge Island Vineyards,8989 E Day Rd,Bainbridge Island,WA,US,98110,47.6761,-122.5278,"Wineries,Vineyards,Brewers",us/wa/bainbridgeisland/8989edayrd/-2055906611,,
Bake N Brew,164 Broadway,Bayonne,NJ,US,7002,40.6518,-74.1281,Brewers,us/nj/bayonne/164broadway/-313190345,,
Baker's Dozen Brewery,604 Dale St,Normal,IL,US,61761,40.51,-88.99,Brewery,us/il/normal/604dalest/1797205708,,
Bakersfield Beer Co,6201 Schirra Ct 11,Bakersfield,CA,US,93313,35.3165,-119.0718,Brewers,us/ca/bakersfield/6201schirract11/187112336,,
BakFish Brewing Company,1231 Broadway St,Pearland,TX,US,77581,29.55,-95.27,Brewery,us/tx/pearland/1231broadwayst/-1560683967,,
Baking Brew,14820 Dove Tree Ct,Tustin,CA,US,92780,33.7268,-117.8301,Brewers,us/ca/tustin/14820dovetreect/-1859765672,,
Balance Rock Brewing Co,6393 Sunset Rd,Joshua Tree,CA,US,92252,34.15,-116.27,Brewers,us/ca/joshuatree/6393sunsetrd/1554473023,,
Bald Eagle Brewery Co,315 Chestnut St,Mifflinburg,PA,US,17844,40.91818,-77.046179,Brewer Equipment Supplies & Services,us/dice/mifflinburg/315chestnutst/690740765,,
Baldwin Vineyards,176 Hardenburgh Rd,Pine Bush,NY,US,12566,41.612952,-74.298486,"Wineries,Vineyards,Brewers",us/ny/pinebush/176hardenburghrd/-659684822,,
Bale Breaker Brewing Co,1801 Birchfield Rd,Yakima,WA,US,98901,46.71,-120.42,Brewers,us/wa/yakima/1801birchfieldrd/1924688940,,
Ball & Chain Brewing Co,310 Guinea Rd,Monroe,CT,US,6468,41.36,-73.2,Brewers,us/ct/monroe/310guineard/-796501698,,
Ballast Point Brewing,28551 Rancho California Rd,Temecula,CA,US,92590,33.48,-117.22,Brewers,us/ca/temecula/28551ranchocaliforniard/-323319885,,
Ballast Point Brewing & Spirits,9045 Carroll Rd,San Diego,CA,US,92121,32.71,-117.16,Brewery,us/ca/sandiego/9045carrollrd/397044623,,
Ballast Point Tasting Room and Kitchen,28551 Rancho California Rd,Temecula,CA,US,92590,33.51,-117.1,Brewery,us/ca/temecula/28551ranchocaliforniard/503873634,,
Baltimore Brew Pass,317 Lambeth Rd,Catonsville,MD,US,21228,39.2816,-76.718,Brewers,us/md/catonsville/317lambethrd/-1854974294,,
Baltimore Brewery Consltng LLC,5400 Hamlet Ave,Baltimore,MD,US,21214,39.3543,-76.5665,Brewers,us/md/baltimore/5400hamletave/-453999451,,
Banana Hammock Brewing Co LLC,7386 Wyandot Ln,Middletown,OH,US,45044,39.5,-84.37,Brewers,us/oh/middletown/7386wyandotln/486651495,,
Banded Horn Brewery,32 Main St,Biddeford,ME,US,4005,43.4928397,-70.4526571,Brewery,us/me/biddeford/32mainst/1706692659,,
Banded Horn Brewing Co Tap Room,32 Main St W,Biddeford,ME,US,4005,43.493004,-70.452225,"Food & Drink,Breweries",us/me/biddeford/32mainstw/807893045,,
Banger Brewing,450 Fremont St Ste 135,Las Vegas,NV,US,89101,36.169434,-115.14116,"Brewery,Restaurant",us/nv/lasvegas/450fremontstste135/1174493979,,
Bantam Cidery,230 Somerville Ave,Somerville,MA,US,2143,42.39,-71.1,Brewery,us/ma/somerville/230somervilleave/343512159,,
Bar Caledonia,"C/ Baiona, 68",Brimfield,MA,US,1010,42.86552928,-2.689861618,Brewery,us/ma/brimfield/cbaiona68/-615113999,,
Bar Harbor Brewing Company,8 Mount Desest St,Bar Harbor,ME,US,4609,44.38743136,-68.20488604,Brewery,us/me/barharbor/8mountdesestst/393401596,,
Bar The,701 3rd St S,Saint Petersburg,FL,US,Saint PetersburgFL,27.75,-82.64,breweries & brew pubs,us/fl/saintpetersburg/7013rdsts/-1396217986,,
Baranof Island Brewing Company,215 Smith St,Sitka,AK,US,99835,57.05039,-135.30798,"Breweries,Food & Drink",us/ak/sitka/215smithst/-94705143,,
Barbarian Brewing,5270 W Chinden Blvd,Garden City,ID,US,83714,43.64,-116.26,Brewery,us/hiddensprings/gardencity/5270wchindenblvd/-1941007446,,
Bardo Brewpub,25 Potomac Ave SE,Washington,DC,US,20003,38.89,-77.03,Brewery,us/dc/washington/25potomacavese/590180637,,
Bardwell Brewery,716 N High St,Mount Orab,OH,US,45154,39.02,-83.92,Brewers,us/oh/mountorab/716nhighst/845027659,,
Bare Arms Brewing,2515 La Salle Ave,Waco,TX,US,,31.52513,-97.13101,"Breweries,Food & Drink",us/tx/waco/2515lasalleave/1099946039,,
Bare Beaver Brewing,Aka Lawrence House,Phoenixville,PA,US,19460,40.13,-75.51,Brewery,us/pa/phoenixville/akalawrencehouse/-1627756503,,
Bare Bones Brewery,4362 County Rd S,Oshkosh,WI,US,54904,44.01,-88.55,Brewery,us/wi/oshkosh/4362countyrds/-1094584371,,
Bare Brewing Co,320 Broadway,Denver,CO,US,80203,39.7214,-104.9871,Brewers,us/co/denver/320broadway/-1709012818,,
Bare Ranch-Michael David Winery,4580 W Highway 12,Lodi,CA,US,95242,38.116,-121.3716,"Wineries,Vineyards,Brewers",us/ca/lodi/4580whighway12/349630415,,
Barebottle Brewing Company,1525 Cortland Ave,San Francisco,CA,US,94110,37.7401129,-122.409035,"Attraction,Bars,Clubs and Nightlife,Brewery",us/ca/sanfrancisco/1525cortlandave/1656262101,,
Barfüßer,Allee 35,S Coffeyville,OK,US,74072,36.99,-95.62,Brewery,us/ok/scoffeyville/allee35/-1396231520,,
Barhop Brewing & Taproom,124 W Railroad Ave,Port Angeles,WA,US,98362,48.12099,-123.43325,"Brewery,Restaurant",us/wa/portangeles/124wrailroadave/1236792372,,
Barking Duck Brewing Co,4400 Morris Park Dr O,Charlotte,NC,US,28227,35.1525,-80.68,Brewers,us/nc/charlotte/4400morrisparkdro/-1551156131,,
Barkingside Company,6442 Lyndale Ave S,Minneapolis,MN,US,55423,44.88557,-93.286904,Brewer Equipment Supplies & Services,us/mn/minneapolis/6442lyndaleaves/1051912924,,
Barley Brothers Restaurant & Brewery,1425 Mcculloch Blvd N,Lake Havasu City,AZ,US,86403,34.47095427,-114.3489271,Brewery,us/az/lakehavasucity/1425mccullochblvdn/1179914093,,
Barley Forge Brewing Co.,2957 Randolph Ave Ste B,Costa Mesa,CA,US,92626,33.67,-117.9,Brewery,us/ca/costamesa/2957randolphavesteb/413215750,,
Barley Johns Brewing Co,1280 Madison Ave,New Richmond,WI,US,54017,45.1157,-92.523,Brewers,us/wi/newrichmond/1280madisonave/1756943237,,
Barley Mow Brewing Company,518 West Bay Dr,Largo,FL,US,33770,27.9,-82.78,Brewery,us/fl/largo/518westbaydr/-2060025435,,
Barn,2850 El Cajon Blvd 3,San Diego,CA,US,92104,32.73,-117.12,Brewers,us/ca/sandiego/2850elcajonblvd3/3016379,,
Barn Brewers Brewery,114 N Main St,Lawton,MI,US,49065,42.1683,-85.8496,"Brewers,Restaurant",us/mi/lawton/114nmainst/-433859839,,
Barn Brewery,El Cajon Blvd.,San Diego,CA,US,92104,32.71,-117.16,Brewery,us/ca/sandiego/elcajonblvd/1091374607,,
Barn Tavern The,207 S Bridge St,Grand Ledge,MI,US,48837-1526,42.753908,-84.745222,breweries & brew pubs,us/mi/grandledge/207sbridgest/505784318,,
Barn Town Brewing,9500 University Ave,West Des Moines,IA,US,50266,41.57,-93.75,Brewery,us/ia/westdesmoines/9500universityave/2050101043,,
BARNETT & SON BREWING CO.,18425 Pony Express Dr #125,Parker,CO,US,80134,39.5,-104.76,Brewery,us/co/parker/18425ponyexpressdr125/704435800,,
Barnhouse Brewery,13840 Barnhouse Pl,Leesburg,VA,US,20176,39.232,-77.5516,Brewers,us/va/leesburg/13840barnhousepl/1794558021,,
Barnstar Brewing,4050 N Tonto Rd,Tucson,AZ,US,85719,32.2701,-110.8482,Brewers,us/az/tucson/4050ntontord/-1939883149,,
Baron Von Crimson-staches Lab,5620 Bloomingdale Ave,Henrico,VA,US,23228,37.55,-77.32,Brewery,us/va/henrico/5620bloomingdaleave/-606381354,,
Barracuda,"Passeig Marítim Neptú, 25",Corunna,IN,US,46730,41.43,-85.14,"Brewery,Bar",us/in/corunna/passeigmartimnept25/1964573937,,
Barrage Brewing Co,32 Allen Blvd E,Farmingdale,NY,US,11735,40.7161,-73.4247,Brewers,us/ny/farmingdale/32allenblvde/-853198400,,
Barrel Harbor Brewing,2575 Pioneer Ave Ste 104,Vista,CA,US,92081,33.18,-117.24,Brewery,us/ca/vista/2575pioneeraveste104/-2011223122,,
Barrel House Brewing Speakeasy,1033 Chorro St,San Luis Obispo,CA,US,93401,35.25,-120.62,Brewers,us/ca/sanluisobispo/1033chorrost/-912282002,,
Barrel of Monks Brewing,1141 S Rogers Cir,Boca Raton,FL,US,33487,26.40375033,-80.10986144,Brewery,us/fl/bocaraton/1141srogerscir/1697265705,,
Barrel Republic Oceanside,215 North Coast Highway,Oceanside,CA,US,,33.196022,-117.37962,"Attraction,Bars,Clubs and Nightlife,Brewery",us/california/oceanside/215northcoasthighway/-1076469357,,
Barrel Room Winery,28932 Euclid Ave,Wickliffe,OH,US,44092,41.6021,-81.4797,"Wineries,Brewers",us/oh/wickliffe/28932euclidave/2126420177,,
Barrel Ten Quarters Circle,21801 State Highway 120,Escalon,CA,US,95320,37.7942,-120.9832,"Wineries,Brewers",us/ca/escalon/21801statehighway120/759007566,,
Barrel Theory Beer Company,248 7th St E,Saint Paul,MN,US,55101,44.94,-93.1,Brewery,us/mn/saintpaul/2487thste/-95136414,,
Barrel-Aging Room,200 E Hershey Park Dr,Hershey,PA,US,17033,40.28,-76.64,Brewery,us/pa/hershey/200ehersheyparkdr/-650227727,,
Barreled Souls Brewing,743 Portland Rd,Saco,ME,US,4072,43.5244,-70.4277,"Brewery,Brewers",us/me/saco/743portlandrd/636137989,,
Barrier Brewing Co.,3001 New St,Oceanside,NY,US,11572,40.63,-73.63,Brewery,us/rockvillecenter/oceanside/3001newst/-1923666935,,
Barritus Brewery,1947 Camino Vida Roble 200,Carlsbad,CA,US,92008,33.122,-117.2852,Brewers,us/ca/carlsbad/1947caminovidaroble200/-680452126,,
Bart Grossen Brewery,1025 Delaware Ave A,Longmont,CO,US,80501,40.1545,-105.1092,Brewers,us/co/longmont/1025delawareavea/824154014,,
Base Camp Brewing,930 SE Oak St,Portland,OR,US,97214,45.52007,-122.65598,"Brewery,Restaurant",us/or/portland/930seoakst/-380093810,,
Bashore & Stoudt Country Wnry,5784 Old Rte 22,Hamburg,PA,US,19526,40.55,-75.98,"Wineries,Vineyards,Brewers",us/pa/hamburg/5784oldrte22/-1495901457,,
Basic Brewery LLC,131 3rd Ave W,Hendersonville,NC,US,28792,35.32,-82.46,Brewers,us/nc/hendersonville/1313rdavew/507431228,,
Basquiat Wine Co Inc,11523 W Washington Blvd,Los Angeles,CA,US,90066,34.0009,-118.4168,"Beverage Manufacturers,Breweries",us/ca/losangeles/11523wwashingtonblvd/1683231789,,
Bastion Brewing Co LLC,12529 Christianson Rd,Anacortes,WA,US,98221,48.4618,-122.5708,"Brewers,Restaurant",us/wa/anacortes/12529christiansonrd/-369501832,,
Bastress Mountain Winery,5451 State Route 654,Williamsport,PA,US,17702,41.189558,-77.132879,"Wineries,Vineyards,Brewers",us/collomsville/williamsport/5451stateroute654/-1386292656,,
Batch Craft Soda,18543 Yorba Linda Blvd 241,Yorba Linda,CA,US,92886,33.889863,-117.80999,"Beverage Manufacturers,Breweries",us/ca/yorbalinda/18543yorbalindablvd241/2113073151,,
Bathtub Row Brewing Co-op,163 Central Park Sq,Los Alamos,NM,US,87545,35.883766,-106.30005,"Breweries,Food & Drink",us/nm/losalamos/163centralparksq/-445703659,,
Battered Boar Brewing Co,14801 Metro Plaza Blvd,Edmond,OK,US,73013,35.6206,-97.5098,Brewers,us/ok/edmond/14801metroplazablvd/-2130265545,,
Battle & Brew Food & Games,279 Powers Ferry Rd SE,Marietta,GA,US,30067,33.9455,-84.4985,Brewers,us/ga/marietta/279powersferryrdse/-998438743,,
Battle Born Brewing Co,200 S Virginia St,Reno,NV,US,89501,39.52,-119.81,Brewers,us/nv/reno/200svirginiast/-1364862849,,
Battle Ground Brewery,108 Bridge St,Franklin,TN,US,37064,35.92,-86.84,Brewery,us/peytonsville/franklin/108bridgest/-385918965,,
Bauernhof Brewing Co LLC,20 E High St,New Freedom,PA,US,17349,39.73,-76.69,Brewers,us/pa/newfreedom/20ehighst/353726028,,
Bauhaus Brew Labs,1315 Tyler St NE,Minneapolis,MN,US,55413,45.000889,-93.24494224,Brewery,us/mn/minneapolis/1315tylerstne/-841086475,,
Bavarian Bierhaus,700 W Lexington Blvd,Milwaukee,WI,US,53217,43.1152667,-87.9212602,"brewery,beer garden",us/glendale/milwaukee/700wlexingtonblvd/-814659751,,
Bawlmer Craft Beers LLC,4401 Eastern Ave 45,Baltimore,MD,US,21224,39.3,-76.61,Brewers,us/md/baltimore/4401easternave45/117932713,,
Baxter Brewing Company,130 Mill St,Lewiston,ME,US,4240,44.09539868,-70.21943808,Brewery,us/me/lewiston/130millst/629954629,,
Bay Bridge Brewing,688 Marsat Ct B,Chula Vista,CA,US,91911,32.61,-117.03,Brewers,us/ca/chulavista/688marsatctb/224500253,,
Bay City Brewing Co,3760 Hancock St,San Diego,CA,US,92110,32.758,-117.2148,Brewers,us/ca/sandiego/3760hancockst/-1862864005,,
Bayboro Brewing Co,6656 27th St N,Saint Petersburg,FL,US,33702,27.8328,-82.6702,Brewers,us/fl/saintpetersburg/665627thstn/2121681084,,
Bayern Brewing Inc,1507 Montana St,Missoula,MT,US,59801,46.872605,-114.020046,"Brewers,Wineries",us/msla/missoula/1507montanast/-1422453063,,
Bayhawk Ales,2000 Main St,Irvine,CA,US,92614,33.6846,-117.8508,"Brewers,Wineries",us/ca/irvine/2000mainst/-1282298048,,
Bayheads Brewing Co LLC,2525 Augustine Herman Hwy D,Chesapeake City,MD,US,21915,39.5149,-75.8241,Brewers,us/md/chesapeakecity/2525augustinehermanhwyd/-1031514425,,
Bayne Brewing Co,19507 W Catawba Ave,Cornelius,NC,US,28031,35.48,-80.8912,Brewers,us/nc/cornelius/19507wcatawbaave/-1928330449,,
Bayou Teche Brewery,1106 Bushville Hwy,Arnaudville,LA,US,70512,30.39174115,-91.92491289,Brewery,us/la/arnaudville/1106bushvillehwy/-1237075653,,
Bbc Beer Co & Tap Room,636 E Main St,Louisville,KY,US,40202,38.2567,-85.7589,"Brewers,Wineries",us/ky/louisville/636emainst/-2067321653,,
Bct Brewing Project,11620 Sterling Ave,Riverside,CA,US,92503,33.99,-117.38,Brewery,us/ca/riverside/11620sterlingave/1630653068,,
Beach Beverage,937 Portland Rd,Saco,ME,US,4072,43.53,-70.45,"Breweries,Wholesale Foods",us/me/saco/937portlandrd/-398244126,,
Beach Brew Inc,2100 Neptune Dr,Melbourne Beach,FL,US,32951,28.058323,-80.559861,Brewers,us/fl/melbournebeach/2100neptunedr/2015182053,,
Beach Brewing Co,2585 Horse Pasture Rd 204,Virginia Beach,VA,US,23453,36.787,-76.059,Brewers,us/va/virginiabeach/2585horsepasturerd204/-764218147,,
Beach City Brewery,7631 Woodwind Dr B,Huntington Beach,CA,US,92647,33.7045,-117.9954,Brewers,us/ca/huntingtonbeach/7631woodwinddrb/-692385764,,
Beach Haus Brewery,803 Main St,Belmar,NJ,US,7719,40.17,-74.02,"Brewers,Brewery",us/nj/belmar/803mainst/1105485488,,
Beachwood Blendery,"247 Long Beach Blvd Long Beach, CA 90802",Long Beach,CA,US,,33.77,-118.18,Brewery,us/ca/longbeach/247longbeachblvdlongbeach90802/-353244661,,
Beale's Brewery & BBQ,510 Grove St,Bedford,VA,US,24523,37.3369,-79.5185,Brewers,us/va/bedford/510grovest/-1110052701,,
Bear Brewing Company,15207 N 75th St 111,Scottsdale,AZ,US,85260,33.6236,-111.9163,Brewers,us/az/scottsdale/15207n75thst111/1732531601,,
Bear Creek Winery,11900 Furry Rd,Lodi,CA,US,95240,38.11,-121.16,"Brewers,Wineries",us/ca/lodi/11900furryrd/344127448,,
Bear Pond Winery,2515 State Highway 28,Oneonta,NY,US,13820,42.5204,-74.9916,"Wineries,Vineyards,Brewers",us/ny/oneonta/2515statehighway28/273280761,,
Beara Irish Brewing Co,2800 Lafayette Rd,Portsmouth,NH,US,3801,43.029187,-70.790072,Brewers,us/nh/portsmouth/2800lafayetterd/1587416824,,
Bearded Brewers of Candia,Candia Nh,Candia,NH,US,3034,43.07,-71.27,Brewery,us/nh/candia/candianh/558141624,,
Bearded Iris Brewing,101 Van Buren St,Nashville,TN,US,37208,36.1815,-86.786,"Brewery,Brewers",us/tn/nashville/101vanburenst/1102901502,,
Bearded Tree Brewery,630 N High St,Lancaster,OH,US,43130,39.7207,-82.5979,Brewers,us/oh/lancaster/630nhighst/-1473355619,,
Beardown Brew,4740 E Hampton St,Tucson,AZ,US,85712,32.2478,-110.8918,Brewers,us/az/tucson/4740ehamptonst/-1684051880,,
Beards Brewery,207 A Howard St,Petoskey,MI,US,49770,45.3756057,-84.95519131,Brewery,us/mi/petoskey/207howardst/670001287,,
Bearpaw River Brewing Co,4605 E Palmer-Wasilla Hwy,Wasilla,AK,US,99654,61.52,-149.57,Brewers,us/ak/wasilla/4605epalmerwasillahwy/-226201210,,
BearWaters Brewery,130 Frazier St #7,Waynesville,NC,US,28786,35.63,-83.02,"brewery,Pub",us/nc/waynesville/130frazierst7/-614497222,,
Beast 101,3118 Central Ave SE,Albuquerque,NM,US,87106,35.0806,-106.6106,Brewers,us/nm/albuquerque/3118centralavese/1327016499,,
Beau Vigne,210 Camino Oruga,Napa,CA,US,94558,38.22683,-122.253749,"Beverage Manufacturers,Breweries",us/ca/napa/210caminooruga/-1751333004,,
Beaucanon Winery,1006 Monticello Rd,Napa,CA,US,94558,38.3297,-122.2751,"Wineries,Brewers",us/ca/napa/1006monticellord/-694305176,,
Beaver Island Brewery,216 6th Ave S,Saint Cloud,MN,US,56301,45.55851,-94.15739,"Breweries,Food & Drink",us/mn/saintcloud/2166thaves/-715179216,,
Bec Jaune,400 taille de Mas des Frênes,Tulsa,OK,US,74110,36.12,-95.91,"Pub,Brewery",us/ok/tulsa/400tailledemasdesfrnes/1375464405,,
Becker Brewery,500 W Main St,Brighton,MI,US,48116,42.5296,-83.7854,Brewers,us/mi/brighton/500wmainst/-803604398,,
